timestamp,site_id,traffic_load,ambient_temp,battery_voltage,psu_temp,fan_speed,power_consumption,failure
2024-01-09 09:00:00,5,42.3,34.87,47.65,45.17,3251.0,9.2,0
2024-01-09 10:00:00,3,54.37,27.3,46.76,42.69,2900.6,10.7,0
2024-01-09 11:00:00,4,85.89,18.58,47.27,34.41,3353.7,13.5,0
2024-01-09 12:00:00,3,34.14,12.99,47.61,39.79,3189.1,8.92,0
2024-01-09 13:00:00,2,21.53,20.35,46.65,37.8,2619.1,6.8,1
2024-01-09 14:00:00,4,69.3,27.9,47.02,44.82,2857.7,11.09,0
2024-01-09 15:00:00,5,37.6,27.67,48.2,42.48,3146.7,9.09,0
2024-01-09 16:00:00,2,49.69,31.17,48.08,39.6,3072.7,9.46,0
2024-01-09 17:00:00,4,41.21,25.25,47.36,38.91,2979.1,8.56,0
2024-01-09 18:00:00,2,54.02,22.46,48.14,43.17,3323.8,11.03,0
2024-01-09 19:00:00,4,35.74,25.93,46.66,48.53,2894.7,9.06,0
2024-01-09 20:00:00,4,47.3,28.17,46.58,44.32,3003.6,9.56,0
2024-01-09 21:00:00,3,56.75,29.15,47.18,52.8,2984.1,9.15,0
2024-01-09 22:00:00,4,34.88,24.05,49.15,49.68,3171.8,8.75,0
2024-01-09 23:00:00,2,39.5,32.51,47.77,52.45,2735.1,9.28,0
2024-01-10 00:00:00,1,44.79,24.89,47.28,51.82,2990.0,9.74,0
2024-01-10 01:00:00,1,28.57,23.65,49.26,52.37,2712.6,8.09,0
2024-01-10 02:00:00,3,43.66,25.29,47.28,34.11,3024.7,9.28,0
2024-01-10 03:00:00,5,51.78,33.37,49.72,47.12,3248.2,9.97,0
2024-01-10 04:00:00,1,44.01,27.34,47.05,50.73,3236.2,8.85,0
2024-01-10 05:00:00,3,45.93,24.53,46.53,52.09,2946.3,9.24,1
2024-01-10 06:00:00,4,49.7,32.63,47.34,37.09,3206.1,10.13,0
2024-01-10 07:00:00,2,40.16,38.71,47.35,46.61,3043.3,9.19,0
2024-01-10 08:00:00,4,60.37,29.05,46.59,43.54,3392.9,11.43,1
2024-01-10 09:00:00,2,71.54,34.17,49.89,56.51,3117.1,11.45,0
2024-01-10 10:00:00,5,43.03,33.18,47.89,32.44,2491.5,8.47,0
2024-01-10 11:00:00,3,57.28,24.97,47.89,37.48,3293.5,10.54,0
2024-01-10 12:00:00,3,46.41,28.13,47.07,29.65,3001.0,9.13,0
2024-01-10 13:00:00,1,55.48,21.59,46.87,43.79,3056.1,10.64,0
2024-01-10 14:00:00,3,73.49,26.98,48.29,59.52,3214.2,11.69,0
2024-01-10 15:00:00,5,57.63,24.87,45.75,42.57,2830.3,11.35,0
2024-01-10 16:00:00,1,23.4,25.99,46.62,41.88,3061.7,6.93,0
2024-01-10 17:00:00,4,56.81,24.25,47.18,46.69,3220.5,11.48,0
2024-01-10 18:00:00,3,68.49,26.56,48.67,42.61,3209.8,12.11,0
2024-01-10 19:00:00,4,46.68,30.66,47.16,44.9,2973.6,9.14,0
2024-01-10 20:00:00,4,64.93,27.4,47.77,45.99,3328.3,12.54,0
2024-01-10 21:00:00,3,39.65,18.68,47.63,36.06,2879.8,9.1,0
2024-01-10 22:00:00,2,27.72,24.27,49.02,40.73,2930.3,7.85,0
2024-01-10 23:00:00,4,52.12,20.4,45.89,47.8,3077.0,10.18,0
2024-01-11 00:00:00,1,23.65,29.22,48.5,47.68,3106.4,7.6,0
2024-01-11 01:00:00,3,46.4,30.52,47.34,51.41,3027.9,9.9,1
2024-01-11 02:00:00,1,69.3,29.28,48.23,45.81,3384.3,11.5,0
2024-01-11 03:00:00,4,21.35,24.06,46.97,43.56,3101.8,7.03,0
2024-01-11 04:00:00,4,30.81,29.23,47.72,46.79,3076.7,8.14,0
2024-01-11 05:00:00,1,34.52,25.65,47.55,37.56,3121.1,8.74,0
2024-01-11 06:00:00,4,49.05,22.31,46.51,38.0,3244.7,10.2,0
2024-01-11 07:00:00,3,44.51,31.71,46.27,41.35,3137.2,9.53,0
2024-01-11 08:00:00,4,70.99,32.09,46.71,34.62,2780.1,11.82,0
2024-01-11 09:00:00,1,64.32,32.74,47.49,46.06,3346.5,11.13,0
2024-01-11 10:00:00,1,57.43,24.96,46.67,50.22,3138.8,10.15,0
2024-01-11 11:00:00,3,52.18,33.9,47.15,37.64,3241.3,10.51,0
2024-01-11 12:00:00,1,55.9,25.53,45.56,45.84,3030.6,10.28,0
2024-01-11 13:00:00,2,37.07,31.27,47.26,37.45,2708.8,8.61,0
2024-01-11 14:00:00,4,62.86,25.45,48.4,36.03,2669.9,11.4,0
2024-01-11 15:00:00,1,33.32,26.88,48.37,56.05,2877.8,8.33,1
2024-01-11 16:00:00,4,62.53,15.89,47.29,36.11,3228.5,11.25,0
2024-01-11 17:00:00,1,67.79,26.49,47.57,34.43,3395.2,11.33,0
2024-01-11 18:00:00,1,53.16,28.46,46.64,44.16,3166.7,10.45,0
2024-01-11 19:00:00,3,47.36,25.95,49.15,44.25,2884.3,9.58,0
2024-01-11 20:00:00,4,56.0,36.78,49.51,47.47,2955.2,10.56,0
2024-01-11 21:00:00,1,7.08,22.19,48.09,54.36,3286.3,6.29,0
2024-01-11 22:00:00,2,54.53,25.18,50.05,37.29,2846.9,10.71,0
2024-01-11 23:00:00,5,48.3,23.48,46.84,38.37,3517.0,9.54,0
2024-01-12 00:00:00,5,49.24,25.18,46.26,53.72,3473.7,9.85,0
2024-01-12 01:00:00,3,60.6,33.16,46.68,49.6,3548.1,11.86,0
2024-01-12 02:00:00,3,48.88,35.39,47.29,48.04,3173.9,9.73,0
2024-01-12 03:00:00,2,32.9,24.5,49.98,37.52,2997.5,8.31,0
2024-01-12 04:00:00,4,47.88,24.38,47.24,50.28,3167.0,10.12,0
2024-01-12 05:00:00,3,51.01,22.21,46.63,48.17,3283.7,10.21,0
2024-01-12 06:00:00,2,51.72,34.53,46.58,43.91,2973.3,9.99,0
2024-01-12 07:00:00,1,52.43,33.61,48.62,38.53,2884.6,9.87,0
2024-01-12 08:00:00,1,65.59,27.47,48.34,44.03,3074.4,11.55,0
2024-01-12 09:00:00,5,33.71,21.02,47.18,53.22,2913.0,8.7,0
2024-01-12 10:00:00,3,52.64,21.47,45.6,34.97,3353.4,10.92,0
2024-01-12 11:00:00,3,69.35,28.85,46.18,37.87,3015.4,11.2,0
2024-01-12 12:00:00,3,23.98,30.75,49.48,36.8,3067.1,8.28,0
2024-01-12 13:00:00,4,52.69,17.67,48.16,39.76,3302.0,10.13,0
2024-01-12 14:00:00,1,41.22,26.39,47.65,41.95,3338.4,9.58,0
2024-01-12 15:00:00,1,44.44,36.09,49.42,48.93,3130.6,9.08,0
2024-01-12 16:00:00,2,36.43,26.91,49.59,45.05,3149.7,7.84,0
2024-01-12 17:00:00,3,47.46,35.45,47.49,42.8,2891.5,9.09,0
2024-01-12 18:00:00,4,77.62,31.25,47.21,45.82,3359.8,12.6,0
2024-01-12 19:00:00,3,31.03,22.58,47.11,45.92,3314.8,8.37,0
2024-01-12 20:00:00,3,32.46,26.54,47.39,29.85,2690.8,8.26,0
2024-01-12 21:00:00,5,30.47,27.36,46.21,49.02,3413.5,7.92,1
2024-01-12 22:00:00,1,75.91,23.24,45.75,38.01,3011.7,13.15,0
2024-01-12 23:00:00,3,43.06,23.15,45.85,39.05,3205.1,9.31,0
2024-01-13 00:00:00,3,49.62,35.53,48.59,44.86,3114.7,10.1,1
2024-01-13 01:00:00,3,43.96,23.11,46.0,41.67,3075.8,10.95,0
2024-01-13 02:00:00,5,35.83,33.39,49.59,45.2,3030.4,8.58,0
2024-01-13 03:00:00,2,46.47,25.82,46.8,43.32,2894.4,9.3,0
2024-01-13 04:00:00,5,86.87,27.87,48.87,42.32,3278.5,13.93,0
2024-01-13 05:00:00,2,70.88,30.81,46.93,54.25,3084.6,12.46,0
2024-01-13 06:00:00,3,37.21,25.01,46.06,46.82,2812.5,8.87,0
2024-01-13 07:00:00,3,59.71,30.84,48.69,45.1,2912.4,11.05,0
2024-01-13 08:00:00,5,37.53,17.77,49.03,46.72,2816.6,9.49,0
2024-01-13 09:00:00,3,23.35,30.2,46.86,36.23,2941.8,8.01,1
2024-01-13 10:00:00,2,65.29,15.66,47.02,58.49,3227.6,11.47,1
2024-01-13 11:00:00,1,67.4,26.87,46.42,35.76,2992.6,11.42,0
2024-01-13 12:00:00,2,65.69,32.27,47.22,44.08,3326.5,11.78,0
2024-01-13 13:00:00,5,42.95,31.11,47.68,40.14,3062.1,8.97,0
2024-01-13 14:00:00,1,47.5,21.51,47.17,40.1,3037.1,10.19,0
2024-01-13 15:00:00,5,61.25,22.15,45.57,39.88,3125.8,11.34,1
2024-01-13 16:00:00,3,55.87,24.56,46.86,37.39,3390.8,11.92,1
2024-01-13 17:00:00,1,44.1,28.93,48.26,50.52,2813.9,10.15,0
2024-01-13 18:00:00,2,25.71,17.84,47.53,32.85,3382.7,7.03,0
2024-01-13 19:00:00,3,51.71,27.93,47.16,49.47,3295.4,9.91,0
2024-01-13 20:00:00,2,66.19,29.56,46.41,47.85,3128.0,10.66,1
2024-01-13 21:00:00,1,32.04,26.58,47.07,38.94,3300.7,7.13,0
2024-01-13 22:00:00,4,59.58,30.63,48.81,46.71,3054.7,11.02,0
2024-01-13 23:00:00,4,54.97,29.12,46.31,41.64,3167.1,9.9,0
2024-01-14 00:00:00,1,61.25,25.29,48.11,35.36,3014.2,11.95,0
2024-01-14 01:00:00,2,63.08,18.32,47.42,35.52,3319.5,11.89,0
2024-01-14 02:00:00,2,39.58,28.67,47.85,46.57,2937.7,8.82,0
2024-01-14 03:00:00,4,25.75,23.23,47.01,45.51,3041.2,7.41,0
2024-01-14 04:00:00,4,42.0,25.11,47.23,43.79,3219.8,9.94,0
2024-01-14 05:00:00,4,63.34,30.4,47.36,40.43,3336.3,12.19,0
2024-01-14 06:00:00,5,41.87,35.09,47.06,40.76,2919.5,8.72,1
2024-01-14 07:00:00,4,39.59,27.81,47.94,39.7,3229.8,8.43,0
2024-01-14 08:00:00,2,22.68,30.77,48.23,28.91,2849.0,7.12,0
2024-01-14 09:00:00,1,76.29,20.78,49.41,44.24,2722.5,12.84,0
2024-01-14 10:00:00,4,62.39,29.23,47.65,46.78,2975.2,10.98,0
2024-01-14 11:00:00,5,61.55,27.7,45.47,43.55,3290.0,11.38,1
2024-01-14 12:00:00,5,64.52,34.15,48.52,55.61,3126.6,12.43,0
2024-01-14 13:00:00,2,58.65,25.3,47.21,35.9,3010.3,10.16,0
2024-01-14 14:00:00,2,46.34,26.79,49.55,37.69,3103.8,9.41,0
2024-01-14 15:00:00,1,47.54,33.29,49.0,43.31,3099.6,9.06,0
2024-01-14 16:00:00,1,43.59,27.54,47.06,43.89,3211.6,8.94,0
2024-01-14 17:00:00,3,89.52,22.46,47.83,31.17,2856.7,13.8,0
